,date,value,flag,MA5,MA20
383,2019-05-08,1133157223.0,past,1372640775.6,1387489467.55
384,2019-05-09,1152185909.0,past,1285426958.4,1374092490.95
385,2019-05-10,56650000.0,past,992758458.8,1295288549.7
386,2019-05-11,1255937887.0,past,977967292.6,1351055444.05
387,2019-05-12,979646442.0,past,915515492.2,1299452083.45
388,2019-05-13,916584943.0,past,872201036.2,1289125297.5
389,2019-05-14,740220554.0,past,789807965.2,1274312714.1
390,2019-05-15,1195951666.0,past,1017668298.4,1270330061.85
391,2019-05-16,990247077.0,past,964530136.4,1247256699.6
392,2019-05-17,167170000.0,past,802034848.0,1163166864.25
393,2019-05-18,1211033663.0,past,860924592.0,1143729008.35
394,2019-05-19,970300274.0,past,906940536.0,1128556358.15
395,2019-05-20,1034987722.0,past,874747747.2,1115904467.45
396,2019-05-21,948693885.0,past,866437108.8,1099299036.05
397,2019-05-22,1302602193.0,past,1093523547.4,1083706215.3
398,2019-05-23,1229229149.0,past,1097162644.6,1050732262.1
399,2019-05-24,334020000.0,past,969906589.8,988020512.35
400,2019-05-25,1485187885.0,past,1059946622.4,986280281.7
401,2019-05-26,1382363887.0,past,1146680622.8,988903790.15
402,2019-05-27,1150000.0,past,886390184.2,924366017.95
403,2019-05-28,1106541941.0,past,861852742.6,923035253.85
404,2019-05-29,1202271666.0,past,1035503075.8,925539541.7
405,2019-05-30,1183468085.0,past,975159115.8,981880445.95
406,2019-06-01,1104029441.0,past,919492226.6,974285023.65
407,2019-06-02,1357293527.0,past,1190720932.0,993167377.9
408,2019-06-03,1599873384.0,past,1289387220.6,1027331799.95
409,2019-06-04,1700699488.0,past,1389072785.0,1075355746.65
410,2019-06-05,1366417493.0,past,1425662666.6,1083879038.0
411,2019-06-06,66580000.0,past,1218172778.4,1037695684.15
412,2019-06-08,1756360935.0,past,1297986260.0,1117155230.9
413,2019-06-09,2394965833.0,past,1457004749.8,1176351839.4
414,2019-06-10,1577577070.0,past,1432380266.2,1206715679.2
415,2019-06-11,1132365956.0,past,1385569958.8,1211584590.9
416,2019-06-12,1748711164.0,past,1721996191.6,1251585454.85
417,2019-06-13,2117653327.0,past,1794254670.0,1292338011.55
418,2019-06-15,1485457339.0,past,1612352971.2,1305149421.05
419,2019-06-16,1621007777.0,past,1621039112.6,1369498809.9
420,2019-06-17,1290429233.0,past,1652651768.0,1359760877.3
421,2019-06-18,1598741776.0,past,1622657890.4,1370579771.75
422,2019-06-19,1411281995.0,past,1481383624.0,1441086371.5
423,2019-06-20,1652649608.0,past,1514822077.8,1468391754.85
424,2019-06-22,1310081443.0,past,1452636811.0,1473782243.7
425,2019-06-23,1449993268.0,past,1484549618.0,1487108502.85
426,2019-06-24,1784874163.0,past,1521776095.4,1521150738.95
427,2019-06-25,1302898331.0,past,1500099362.6,1518430979.15
428,2019-06-26,1558637498.0,past,1481296940.6,1516369184.85
429,2019-06-27,2224134994.0,past,1664107650.8,1542540960.15
430,2019-06-28,45180000.0,past,1383144997.2,1476479085.5
431,2019-06-29,1198007108.0,past,1265771586.2,1533050440.9
432,2019-06-30,1396099939.0,past,1284411907.8,1515037391.1
433,2019-07-01,1382747776.0,past,1249233963.4,1464426488.25
434,2019-07-02,1587091941.0,past,1121825352.8,1464902231.8
435,2019-07-03,1501651389.0,past,1413119630.6,1483366503.45
436,2019-07-04,2302800812.0,past,1634078371.4,1511070985.85
437,2019-07-06,1472167662.0,past,1649291916.0,1478796702.6
438,2019-07-07,1728388051.0,past,1718419971.0,1490943238.2
439,2019-07-08,1588895497.0,past,1718780682.2,1489337624.2
440,2019-07-09,1819941277.0,past,1782438659.8,1515813226.4
441,2019-07-10,1830819718.0,past,1688042441.0,1527417123.5
442,2019-07-11,2417586606.0,past,1877126229.8,1577732354.05
443,2019-07-13,1713756660.0,past,1874199951.6,1580787706.65
444,2019-07-14,1678781274.0,past,1892177107.0,1599222698.2
445,2019-07-15,1484434318.0,past,1825075715.2,1600944750.7
446,2019-07-16,1244143609.0,past,1707740493.4,1573908223.0
447,2019-07-17,1709900164.0,past,1566203205.0,1594258314.65
448,2019-07-18,2081018937.0,past,1639655660.4,1620377386.6
449,2019-07-19,39200000.0,past,1311739405.6,1511130636.9
450,2019-07-20,1618642160.0,past,1338580974.0,1589803744.9
451,2019-07-21,2102045677.0,past,1510161387.6,1635005673.35
452,2019-07-22,1509561107.0,past,1470093576.2,1640678731.75
